"","Policy.Number","Age","Age.Band","Avg.Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender","Gender.Dummy","Married","Married.Dummy","Vehicle.Age","Vehicle.Age.Band","Avg.Vehicle.Age","Fuel.Type","Fuel.Type.Dummy","Losses","Count","Capped.Losses","logloss"
"4385",110631,18,"16-25",20.6,0,2,"M",1,"Single",1,10,"6-10",8.02,"D",1,1190,1,1190,7.08170858610557
"1201",127064,27,"26-59",42.4,8,1,"M",1,"Single",1,9,"6-10",8.02,"P",0,485,1,485,6.18414889093748
"11672",124322,59,"26-59",42.4,41,3,"F",0,"Married",0,11,"11+",12.97,"P",0,311,1,311,5.73979291217923
"13023",190457,41,"26-59",42.4,22,4,"F",0,"Single",1,3,"0-5",2.5,"D",1,763,1,763,6.63725803128446
"14665",162334,43,"26-59",42.4,26,4,"F",0,"Single",1,7,"6-10",8.02,"P",0,374,1,374,5.92425579741453
"1118",188884,17,"16-25",20.6,0,1,"F",0,"Single",1,12,"11+",12.97,"P",0,350,1,350,5.85793315448346
"5395",189365,17,"16-25",20.6,0,2,"M",1,"Married",0,11,"11+",12.97,"P",0,206,1,206,5.32787616878958
"11193",195444,68,"60+",65.1,51,3,"F",0,"Married",0,1,"0-5",2.5,"P",0,242,1,242,5.48893772615669
"11224",111788,63,"60+",65.1,43,3,"M",1,"Single",1,12,"11+",12.97,"P",0,221,1,221,5.39816270151775
"7355",157327,65,"60+",65.1,45,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,34,1,34,3.52636052461616
"10597",105750,21,"16-25",20.6,4,3,"F",0,"Married",0,13,"11+",12.97,"P",0,196,1,196,5.27811465923052
"13914",109702,34,"26-59",42.4,13,4,"F",0,"Single",1,3,"0-5",2.5,"P",0,474,1,474,6.16120732169508
"9647",182712,26,"26-59",42.4,6,3,"M",1,"Single",1,12,"11+",12.97,"P",0,299,1,299,5.70044357339069
"5277",152355,70,"60+",65.1,49,2,"M",1,"Married",0,11,"11+",12.97,"P",0,206,1,206,5.32787616878958
"5103",182308,67,"60+",65.1,50,2,"F",0,"Single",1,15,"11+",12.97,"P",0,21,1,21,3.04452243772342
"10584",190257,25,"16-25",20.6,6,3,"M",1,"Single",1,8,"6-10",8.02,"D",1,1172,1,1172,7.06646697013696
"14081",156747,65,"60+",65.1,44,4,"M",1,"Single",1,9,"6-10",8.02,"P",0,111,1,111,4.70953020131233
"1555",112697,61,"60+",65.1,43,1,"F",0,"Married",0,13,"11+",12.97,"P",0,47,1,47,3.85014760171006
"8921",112861,45,"26-59",42.4,26,3,"M",1,"Single",1,14,"11+",12.97,"P",0,222,1,222,5.40267738187228
"15078",169712,32,"26-59",42.4,13,4,"M",1,"Single",1,6,"6-10",8.02,"P",0,425,1,425,6.05208916892442
"4678",150352,69,"60+",65.1,49,2,"F",0,"Single",1,4,"0-5",2.5,"P",0,418,1,418,6.03548143252476
"8869",194998,16,"16-25",20.6,0,3,"F",0,"Married",0,1,"0-5",2.5,"D",1,691,1,691,6.53813982376767
"14713",107472,19,"16-25",20.6,0,4,"M",1,"Single",1,10,"6-10",8.02,"D",1,971,1,971,6.87832646829133
"7861",183957,35,"26-59",42.4,14,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,374,1,374,5.92425579741453
"4483",119478,62,"60+",65.1,41,2,"F",0,"Married",0,4,"0-5",2.5,"P",0,283,1,283,5.64544689764324
"9668",170192,61,"60+",65.1,40,3,"F",0,"Married",0,5,"0-5",2.5,"P",0,63,1,63,4.14313472639153
"11421",197242,52,"26-59",42.4,35,3,"M",1,"Married",0,0,"0-5",2.5,"P",0,473,1,473,6.15909538849193
"6684",102843,22,"16-25",20.6,4,2,"M",1,"Single",1,1,"0-5",2.5,"D",1,1883,1,1200,7.54062152865715
"4220",178003,20,"16-25",20.6,1,2,"M",1,"Single",1,0,"0-5",2.5,"D",1,1370,1,1200,7.22256601882217
"8650",161298,18,"16-25",20.6,0,3,"M",1,"Married",0,4,"0-5",2.5,"D",1,1157,1,1157,7.05358572719368
"1546",129782,43,"26-59",42.4,23,1,"M",1,"Married",0,10,"6-10",8.02,"P",0,380,1,380,5.94017125272043
"2276",161962,23,"16-25",20.6,5,1,"M",1,"Married",0,9,"6-10",8.02,"P",0,490,1,490,6.19440539110467
"5473",195933,26,"26-59",42.4,6,2,"M",1,"Married",0,5,"0-5",2.5,"P",0,415,1,415,6.0282785202307
"7761",155517,60,"60+",65.1,40,3,"F",0,"Single",1,5,"0-5",2.5,"P",0,52,1,52,3.95124371858143
"5172",133527,31,"26-59",42.4,12,2,"F",0,"Single",1,15,"11+",12.97,"P",0,271,1,271,5.6021188208797
"12643",158957,23,"16-25",20.6,5,3,"F",0,"Single",1,13,"11+",12.97,"P",0,312,1,312,5.74300318780948
"11196",145037,66,"60+",65.1,48,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,51,1,51,3.93182563272433
"12462",102022,65,"60+",65.1,45,3,"M",1,"Single",1,8,"6-10",8.02,"P",0,364,1,364,5.89715386763674
"14073",128087,20,"16-25",20.6,3,4,"M",1,"Married",0,11,"11+",12.97,"P",0,411,1,411,6.01859321449623
"9909",198509,18,"16-25",20.6,0,3,"M",1,"Single",1,7,"6-10",8.02,"D",1,689,1,689,6.53524127101366
"5272",193810,26,"26-59",42.4,9,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,364,1,364,5.89715386763674
"1444",182624,20,"16-25",20.6,1,1,"M",1,"Single",1,15,"11+",12.97,"P",0,467,1,467,6.1463292576689
"2040",115290,50,"26-59",42.4,30,1,"M",1,"Single",1,12,"11+",12.97,"P",0,353,1,353,5.8664680569333
"3250",117822,37,"26-59",42.4,19,2,"M",1,"Single",1,13,"11+",12.97,"P",0,238,1,238,5.47227067367148
"7157",191111,60,"60+",65.1,39,2,"M",1,"Married",0,14,"11+",12.97,"P",0,116,1,116,4.75359019110636
"9539",185357,55,"26-59",42.4,38,3,"F",0,"Married",0,1,"0-5",2.5,"P",0,323,1,323,5.77765232322266
"2307",116891,64,"60+",65.1,43,1,"F",0,"Married",0,14,"11+",12.97,"P",0,33,1,33,3.49650756146648
"6255",134722,43,"26-59",42.4,25,2,"F",0,"Single",1,13,"11+",12.97,"P",0,337,1,337,5.82008293035236
"3511",135024,21,"16-25",20.6,4,2,"M",1,"Married",0,11,"11+",12.97,"P",0,279,1,279,5.63121178182137
"3822",161043,23,"16-25",20.6,5,2,"F",0,"Married",0,15,"11+",12.97,"P",0,343,1,343,5.83773044716594
"7276",148106,34,"26-59",42.4,14,2,"F",0,"Married",0,15,"11+",12.97,"P",0,317,1,317,5.75890177387728
"5177",121973,66,"60+",65.1,49,2,"M",1,"Single",1,2,"0-5",2.5,"P",0,233,1,233,5.4510384535657
"6543",199527,20,"16-25",20.6,2,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,397,1,397,5.98393628068719
"1071",123654,18,"16-25",20.6,0,1,"F",0,"Married",0,1,"0-5",2.5,"D",1,728,1,728,6.59030104819669
"2561",159999,29,"26-59",42.4,12,2,"M",1,"Married",0,1,"0-5",2.5,"D",1,610,1,610,6.41345895716736
"9145",199395,34,"26-59",42.4,14,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,424,1,424,6.04973345523196
"9251",157001,20,"16-25",20.6,3,3,"F",0,"Single",1,12,"11+",12.97,"P",0,147,1,147,4.99043258677874
"10503",161381,67,"60+",65.1,46,3,"F",0,"Married",0,12,"11+",12.97,"P",0,205,1,205,5.32300997913841
"1405",129544,67,"60+",65.1,47,1,"F",0,"Married",0,2,"0-5",2.5,"P",0,187,1,187,5.23110861685459
"1496",170149,37,"26-59",42.4,19,1,"M",1,"Married",0,5,"0-5",2.5,"P",0,391,1,391,5.96870755998537
"6501",116898,57,"26-59",42.4,39,2,"F",0,"Married",0,4,"0-5",2.5,"D",1,623,1,623,6.43454651878745
"804",100328,67,"60+",65.1,50,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,227,1,227,5.4249500174814
"7626",192140,21,"16-25",20.6,3,2,"F",0,"Married",0,12,"11+",12.97,"P",0,299,1,299,5.70044357339069
"12123",133730,41,"26-59",42.4,22,3,"F",0,"Married",0,15,"11+",12.97,"P",0,289,1,289,5.66642668811243
"1113",134318,60,"60+",65.1,39,1,"M",1,"Married",0,14,"11+",12.97,"P",0,117,1,117,4.76217393479776
"13665",170783,60,"60+",65.1,43,4,"M",1,"Married",0,9,"6-10",8.02,"P",0,97,1,97,4.57471097850338
"10348",152725,70,"60+",65.1,49,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,160,1,160,5.07517381523383
"3823",149904,65,"60+",65.1,45,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,98,1,98,4.58496747867057
"6892",123757,34,"26-59",42.4,17,2,"M",1,"Single",1,13,"11+",12.97,"P",0,202,1,202,5.30826769740121
"3411",173634,50,"26-59",42.4,32,2,"F",0,"Married",0,15,"11+",12.97,"P",0,137,1,137,4.91998092582813
"2515",181068,68,"60+",65.1,51,1,"M",1,"Single",1,7,"6-10",8.02,"P",0,47,1,47,3.85014760171006
"1170",173162,31,"26-59",42.4,13,1,"M",1,"Single",1,5,"0-5",2.5,"D",1,600,1,600,6.39692965521615
"12502",155175,21,"16-25",20.6,2,3,"M",1,"Married",0,15,"11+",12.97,"P",0,497,1,497,6.20859002609663
"14602",120347,62,"60+",65.1,44,4,"F",0,"Married",0,13,"11+",12.97,"P",0,207,1,207,5.33271879326537
"3334",120268,16,"16-25",20.6,0,2,"F",0,"Single",1,11,"11+",12.97,"P",0,273,1,273,5.60947179518496
"9684",144717,70,"60+",65.1,50,3,"M",1,"Married",0,1,"0-5",2.5,"P",0,354,1,354,5.86929691313377
"1933",172371,58,"26-59",42.4,41,1,"M",1,"Married",0,6,"6-10",8.02,"P",0,336,1,336,5.8171111599632
"10387",169015,52,"26-59",42.4,32,3,"F",0,"Single",1,7,"6-10",8.02,"P",0,369,1,369,5.91079664404053
"11431",155472,55,"26-59",42.4,36,3,"F",0,"Married",0,13,"11+",12.97,"P",0,336,1,336,5.8171111599632
"13605",128305,65,"60+",65.1,47,4,"M",1,"Married",0,0,"0-5",2.5,"P",0,74,1,74,4.30406509320417
"856",160694,19,"16-25",20.6,2,1,"F",0,"Single",1,14,"11+",12.97,"P",0,272,1,272,5.605802066296
"9837",100624,20,"16-25",20.6,2,3,"F",0,"Single",1,7,"6-10",8.02,"P",0,431,1,431,6.06610809010375
"6389",134229,51,"26-59",42.4,33,2,"F",0,"Married",0,13,"11+",12.97,"P",0,148,1,148,4.99721227376411
"10962",191981,33,"26-59",42.4,12,3,"F",0,"Single",1,1,"0-5",2.5,"P",0,369,1,369,5.91079664404053
"7097",105593,65,"60+",65.1,47,2,"F",0,"Married",0,15,"11+",12.97,"P",0,123,1,123,4.81218435537242
"7911",142094,50,"26-59",42.4,33,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,303,1,303,5.71373280550937
"7867",171450,20,"16-25",20.6,3,3,"F",0,"Married",0,0,"0-5",2.5,"P",0,258,1,258,5.55295958492162
"15267",102717,37,"26-59",42.4,17,4,"M",1,"Married",0,13,"11+",12.97,"P",0,234,1,234,5.4553211153577
"2947",103723,23,"16-25",20.6,6,2,"F",0,"Married",0,1,"0-5",2.5,"D",1,653,1,653,6.48157712927643
"13303",155818,20,"16-25",20.6,1,4,"F",0,"Single",1,10,"6-10",8.02,"P",0,482,1,482,6.1779441140506
"11371",113622,70,"60+",65.1,50,3,"M",1,"Single",1,14,"11+",12.97,"P",0,58,1,58,4.06044301054642
"9593",127296,26,"26-59",42.4,7,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,353,1,353,5.8664680569333
"11878",106880,33,"26-59",42.4,15,3,"M",1,"Married",0,12,"11+",12.97,"P",0,203,1,203,5.31320597904179
"1350",105433,25,"16-25",20.6,6,1,"F",0,"Single",1,1,"0-5",2.5,"D",1,880,1,880,6.77992190747225
"6385",110807,25,"16-25",20.6,6,2,"F",0,"Single",1,15,"11+",12.97,"P",0,288,1,288,5.66296048013595
"8317",193076,37,"26-59",42.4,19,3,"M",1,"Married",0,3,"0-5",2.5,"D",1,522,1,522,6.25766758788264
"7470",172312,16,"16-25",20.6,0,2,"F",0,"Married",0,13,"11+",12.97,"P",0,249,1,249,5.51745289646471
"2017",183974,46,"26-59",42.4,26,1,"F",0,"Married",0,6,"6-10",8.02,"P",0,360,1,360,5.88610403145016
"1267",129161,45,"26-59",42.4,25,1,"F",0,"Single",1,12,"11+",12.97,"P",0,326,1,326,5.78689738136671
"9501",153308,22,"16-25",20.6,5,3,"M",1,"Single",1,11,"11+",12.97,"P",0,398,1,398,5.98645200528444
"4472",197817,17,"16-25",20.6,0,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,477,1,477,6.16751649088834
"13343",120151,56,"26-59",42.4,37,4,"M",1,"Single",1,12,"11+",12.97,"P",0,224,1,224,5.41164605185504
"9773",120443,48,"26-59",42.4,29,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,410,1,410,6.01615715969835
"5240",133054,37,"26-59",42.4,19,2,"M",1,"Married",0,9,"6-10",8.02,"P",0,310,1,310,5.73657229747919
"4556",106289,55,"26-59",42.4,36,2,"F",0,"Single",1,6,"6-10",8.02,"P",0,394,1,394,5.97635090929793
"7662",196292,69,"60+",65.1,50,2,"M",1,"Single",1,6,"6-10",8.02,"P",0,347,1,347,5.84932477994686
"11675",149049,21,"16-25",20.6,2,3,"F",0,"Single",1,15,"11+",12.97,"D",1,605,1,605,6.40522845803084
"13882",142189,69,"60+",65.1,49,4,"F",0,"Single",1,10,"6-10",8.02,"P",0,346,1,346,5.84643877505772
"7598",129762,60,"60+",65.1,41,2,"F",0,"Married",0,8,"6-10",8.02,"P",0,229,1,229,5.43372200355424
"5062",180084,40,"26-59",42.4,21,2,"M",1,"Single",1,9,"6-10",8.02,"P",0,429,1,429,6.06145691892802
"5842",199940,61,"60+",65.1,41,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,184,1,184,5.21493575760899
"14835",109517,25,"16-25",20.6,7,4,"M",1,"Married",0,7,"6-10",8.02,"D",1,516,1,516,6.24610676548156
"5538",152263,28,"26-59",42.4,8,2,"F",0,"Married",0,3,"0-5",2.5,"P",0,471,1,471,6.15485809401642
"11504",134062,26,"26-59",42.4,9,3,"M",1,"Married",0,12,"11+",12.97,"P",0,337,1,337,5.82008293035236
"14695",102110,62,"60+",65.1,44,4,"M",1,"Single",1,15,"11+",12.97,"P",0,183,1,183,5.20948615284142
"2446",190271,40,"26-59",42.4,19,1,"F",0,"Married",0,6,"6-10",8.02,"P",0,343,1,343,5.83773044716594
"6756",170050,46,"26-59",42.4,29,2,"M",1,"Single",1,1,"0-5",2.5,"D",1,861,1,861,6.75809450442773
"5736",108753,17,"16-25",20.6,0,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,383,1,383,5.94803498918065
"14551",155719,70,"60+",65.1,51,4,"M",1,"Married",0,9,"6-10",8.02,"P",0,332,1,332,5.80513496891649
"6175",186826,45,"26-59",42.4,25,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,319,1,319,5.76519110278484
"770",142589,26,"26-59",42.4,5,1,"M",1,"Married",0,4,"0-5",2.5,"D",1,738,1,738,6.60394382460047
"10874",185211,19,"16-25",20.6,0,3,"M",1,"Married",0,14,"11+",12.97,"P",0,362,1,362,5.89164421182577
"8042",168516,19,"16-25",20.6,2,3,"M",1,"Married",0,12,"11+",12.97,"P",0,429,1,429,6.06145691892802
"6191",174841,49,"26-59",42.4,28,2,"M",1,"Married",0,13,"11+",12.97,"P",0,281,1,281,5.63835466933375
"14750",199711,58,"26-59",42.4,37,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,306,1,306,5.72358510195238
"2013",156475,57,"26-59",42.4,39,1,"M",1,"Married",0,8,"6-10",8.02,"P",0,340,1,340,5.82894561761021
"15047",169581,25,"16-25",20.6,6,4,"M",1,"Married",0,10,"6-10",8.02,"P",0,398,1,398,5.98645200528444
"4971",111562,67,"60+",65.1,48,2,"M",1,"Married",0,12,"11+",12.97,"P",0,74,1,74,4.30406509320417
"2986",119471,27,"26-59",42.4,10,2,"F",0,"Married",0,1,"0-5",2.5,"D",1,602,1,602,6.40025744530882
"12992",133581,49,"26-59",42.4,32,4,"M",1,"Single",1,8,"6-10",8.02,"P",0,453,1,453,6.11589212548303
"5618",122145,52,"26-59",42.4,32,2,"F",0,"Married",0,1,"0-5",2.5,"D",1,518,1,518,6.24997524225948
"12001",197553,17,"16-25",20.6,0,3,"F",0,"Single",1,0,"0-5",2.5,"D",1,771,1,771,6.64768837356333
"6096",152617,35,"26-59",42.4,14,2,"F",0,"Single",1,0,"0-5",2.5,"D",1,585,1,585,6.37161184723186
"9862",175998,18,"16-25",20.6,0,3,"F",0,"Married",0,10,"6-10",8.02,"P",0,255,1,255,5.54126354515843
"3255",196394,43,"26-59",42.4,23,2,"M",1,"Single",1,9,"6-10",8.02,"D",1,521,1,521,6.25575004175337
"14020",162445,57,"26-59",42.4,39,4,"M",1,"Single",1,8,"6-10",8.02,"P",0,475,1,475,6.16331480403464
"9242",172581,16,"16-25",20.6,0,3,"F",0,"Single",1,11,"11+",12.97,"D",1,550,1,550,6.30991827822652
"11723",108959,61,"60+",65.1,40,3,"M",1,"Single",1,0,"0-5",2.5,"D",1,649,1,649,6.47543271670409
"4248",122908,34,"26-59",42.4,14,2,"M",1,"Single",1,2,"0-5",2.5,"D",1,762,1,762,6.63594655568665
"6298",164931,33,"26-59",42.4,15,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,327,1,327,5.78996017089725
"3479",176589,20,"16-25",20.6,2,2,"M",1,"Single",1,6,"6-10",8.02,"D",1,1060,1,1060,6.96602418710611
"5308",198230,20,"16-25",20.6,1,2,"M",1,"Single",1,13,"11+",12.97,"P",0,382,1,382,5.94542060860658
"7066",139004,24,"16-25",20.6,5,2,"F",0,"Single",1,15,"11+",12.97,"P",0,260,1,260,5.56068163101553
"13042",163097,69,"60+",65.1,52,4,"F",0,"Single",1,13,"11+",12.97,"P",0,214,1,214,5.36597601502185
"3941",103673,69,"60+",65.1,52,2,"F",0,"Single",1,0,"0-5",2.5,"P",0,217,1,217,5.37989735354046
"245",180115,16,"16-25",20.6,0,1,"F",0,"Married",0,15,"11+",12.97,"P",0,310,1,310,5.73657229747919
"14799",103561,61,"60+",65.1,43,4,"F",0,"Single",1,10,"6-10",8.02,"P",0,217,1,217,5.37989735354046
"8799",148806,67,"60+",65.1,47,3,"M",1,"Married",0,0,"0-5",2.5,"D",1,536,1,536,6.2841341610708
"9224",135676,58,"26-59",42.4,39,3,"M",1,"Married",0,1,"0-5",2.5,"D",1,612,1,612,6.41673228251233
"1540",172244,66,"60+",65.1,47,1,"M",1,"Married",0,12,"11+",12.97,"P",0,26,1,26,3.25809653802148
"11713",144482,24,"16-25",20.6,7,3,"M",1,"Single",1,9,"6-10",8.02,"D",1,790,1,790,6.67203294546107
"10565",115875,48,"26-59",42.4,27,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,336,1,336,5.8171111599632
"3991",199819,47,"26-59",42.4,26,2,"F",0,"Single",1,6,"6-10",8.02,"P",0,408,1,408,6.01126717440416
"10639",191082,41,"26-59",42.4,23,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,365,1,365,5.89989735358249
"4527",121737,30,"26-59",42.4,12,2,"M",1,"Single",1,10,"6-10",8.02,"P",0,473,1,473,6.15909538849193
"10132",176233,32,"26-59",42.4,12,3,"F",0,"Single",1,15,"11+",12.97,"P",0,409,1,409,6.0137151560428
"9509",173126,19,"16-25",20.6,1,3,"M",1,"Single",1,15,"11+",12.97,"P",0,275,1,275,5.61677109766657
"3063",115175,20,"16-25",20.6,2,2,"M",1,"Single",1,12,"11+",12.97,"D",1,1046,1,1046,6.95272864462487
"11546",100664,60,"60+",65.1,41,3,"M",1,"Married",0,13,"11+",12.97,"P",0,325,1,325,5.78382518232974
"11994",160873,21,"16-25",20.6,3,3,"M",1,"Married",0,15,"11+",12.97,"P",0,429,1,429,6.06145691892802
"119",130506,20,"16-25",20.6,1,1,"M",1,"Single",1,13,"11+",12.97,"D",1,868,1,868,6.76619171466035
"8562",198979,60,"60+",65.1,41,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,62,1,62,4.12713438504509
"9525",150042,21,"16-25",20.6,2,3,"M",1,"Married",0,13,"11+",12.97,"P",0,262,1,262,5.5683445037611
"3702",116037,22,"16-25",20.6,4,2,"F",0,"Married",0,12,"11+",12.97,"P",0,401,1,401,5.99396142730657
"1718",127638,22,"16-25",20.6,3,1,"M",1,"Single",1,8,"6-10",8.02,"D",1,862,1,862,6.75925527066369
"6524",125344,63,"60+",65.1,46,2,"M",1,"Single",1,11,"11+",12.97,"P",0,171,1,171,5.14166355650266
"1655",169640,54,"26-59",42.4,35,1,"F",0,"Single",1,13,"11+",12.97,"P",0,221,1,221,5.39816270151775
"217",169347,23,"16-25",20.6,4,1,"M",1,"Married",0,15,"11+",12.97,"P",0,235,1,235,5.45958551414416
"12704",158183,70,"60+",65.1,52,3,"M",1,"Single",1,8,"6-10",8.02,"P",0,392,1,392,5.97126183979046
"14526",110437,22,"16-25",20.6,4,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,388,1,388,5.96100533962327
"4752",171213,21,"16-25",20.6,3,2,"M",1,"Single",1,9,"6-10",8.02,"D",1,1015,1,1015,6.92264389147589
"582",146438,65,"60+",65.1,48,1,"M",1,"Single",1,6,"6-10",8.02,"P",0,234,1,234,5.4553211153577
"3660",168566,25,"16-25",20.6,8,2,"M",1,"Single",1,13,"11+",12.97,"D",1,880,1,880,6.77992190747225
"9365",138027,59,"26-59",42.4,42,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,400,1,400,5.99146454710798
"3428",185848,60,"60+",65.1,42,2,"M",1,"Married",0,3,"0-5",2.5,"P",0,226,1,226,5.42053499927229
"6429",130817,62,"60+",65.1,44,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,340,1,340,5.82894561761021
"4403",165566,69,"60+",65.1,51,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,96,1,96,4.56434819146784
"9180",154679,19,"16-25",20.6,1,3,"M",1,"Single",1,12,"11+",12.97,"D",1,728,1,728,6.59030104819669
"4695",197780,33,"26-59",42.4,14,2,"F",0,"Married",0,14,"11+",12.97,"P",0,279,1,279,5.63121178182137
"7246",188725,67,"60+",65.1,46,2,"F",0,"Married",0,14,"11+",12.97,"P",0,47,1,47,3.85014760171006
"9039",199850,40,"26-59",42.4,19,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,343,1,343,5.83773044716594
"13879",156024,67,"60+",65.1,50,4,"F",0,"Single",1,12,"11+",12.97,"P",0,42,1,42,3.73766961828337
"9113",150280,16,"16-25",20.6,0,3,"F",0,"Single",1,6,"6-10",8.02,"D",1,541,1,541,6.29341927884648
"12830",192280,24,"16-25",20.6,6,4,"M",1,"Single",1,14,"11+",12.97,"D",1,888,1,888,6.78897174299217
"9769",126252,21,"16-25",20.6,2,3,"F",0,"Single",1,15,"11+",12.97,"P",0,468,1,468,6.14846829591765
"5117",125783,47,"26-59",42.4,28,2,"M",1,"Married",0,3,"0-5",2.5,"D",1,526,1,526,6.26530121273771
"14497",107427,63,"60+",65.1,46,4,"M",1,"Single",1,13,"11+",12.97,"P",0,130,1,130,4.86753445045558
"6536",174859,22,"16-25",20.6,4,2,"M",1,"Married",0,9,"6-10",8.02,"D",1,554,1,554,6.31716468674728
"11124",104224,56,"26-59",42.4,38,3,"F",0,"Single",1,2,"0-5",2.5,"D",1,553,1,553,6.31535800152233
"13179",179298,51,"26-59",42.4,31,4,"F",0,"Married",0,5,"0-5",2.5,"D",1,627,1,627,6.44094654063292
"12920",157523,58,"26-59",42.4,39,4,"F",0,"Single",1,8,"6-10",8.02,"P",0,433,1,433,6.07073772800249
"12546",193520,29,"26-59",42.4,9,3,"F",0,"Married",0,14,"11+",12.97,"P",0,295,1,295,5.68697535633982
"460",105418,65,"60+",65.1,47,1,"F",0,"Single",1,8,"6-10",8.02,"P",0,42,1,42,3.73766961828337
"1377",176827,29,"26-59",42.4,12,1,"F",0,"Married",0,14,"11+",12.97,"P",0,250,1,250,5.52146091786225
"8130",169962,66,"60+",65.1,48,3,"F",0,"Single",1,5,"0-5",2.5,"P",0,228,1,228,5.42934562895444
"10809",153190,68,"60+",65.1,51,3,"F",0,"Single",1,10,"6-10",8.02,"P",0,228,1,228,5.42934562895444
"3032",110198,44,"26-59",42.4,27,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,338,1,338,5.82304589548302
"6735",155413,62,"60+",65.1,43,2,"F",0,"Married",0,12,"11+",12.97,"P",0,150,1,150,5.01063529409626
"4349",136520,22,"16-25",20.6,5,2,"M",1,"Married",0,6,"6-10",8.02,"D",1,615,1,615,6.42162226780652
"3193",186416,63,"60+",65.1,46,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,509,1,509,6.23244801655052
"704",166876,21,"16-25",20.6,2,1,"M",1,"Married",0,12,"11+",12.97,"P",0,207,1,207,5.33271879326537
"1991",149654,21,"16-25",20.6,4,1,"F",0,"Married",0,11,"11+",12.97,"P",0,180,1,180,5.19295685089021
"6836",164350,21,"16-25",20.6,4,2,"M",1,"Single",1,12,"11+",12.97,"D",1,781,1,781,6.66057514983969
"10047",166331,63,"60+",65.1,43,3,"F",0,"Single",1,10,"6-10",8.02,"P",0,102,1,102,4.62497281328427
"11814",181119,62,"60+",65.1,43,3,"M",1,"Single",1,15,"11+",12.97,"P",0,278,1,278,5.62762111369064
"11516",141568,24,"16-25",20.6,6,3,"M",1,"Single",1,11,"11+",12.97,"D",1,582,1,582,6.36647044773144
"10309",128427,19,"16-25",20.6,1,3,"M",1,"Married",0,8,"6-10",8.02,"D",1,563,1,563,6.33327962813969
"7765",135846,43,"26-59",42.4,24,3,"M",1,"Married",0,14,"11+",12.97,"P",0,169,1,169,5.12989871492307
"1791",127543,50,"26-59",42.4,31,1,"M",1,"Married",0,6,"6-10",8.02,"P",0,333,1,333,5.80814248998044
"13110",188066,65,"60+",65.1,46,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,33,1,33,3.49650756146648
"5896",118618,34,"26-59",42.4,13,2,"M",1,"Married",0,11,"11+",12.97,"P",0,214,1,214,5.36597601502185
"4098",191480,24,"16-25",20.6,5,2,"M",1,"Single",1,11,"11+",12.97,"D",1,1152,1,1152,7.04925484125584
"13988",173617,57,"26-59",42.4,39,4,"F",0,"Married",0,1,"0-5",2.5,"D",1,628,1,628,6.4425401664682
"14303",196750,65,"60+",65.1,46,4,"F",0,"Single",1,11,"11+",12.97,"P",0,41,1,41,3.71357206670431
"4047",106336,56,"26-59",42.4,39,2,"F",0,"Single",1,14,"11+",12.97,"P",0,410,1,410,6.01615715969835
"10916",161289,24,"16-25",20.6,6,3,"F",0,"Single",1,15,"11+",12.97,"P",0,450,1,450,6.10924758276437
"9107",189311,63,"60+",65.1,44,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,63,1,63,4.14313472639153
"11299",191589,67,"60+",65.1,47,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,91,1,91,4.51085950651685
"13528",160895,39,"26-59",42.4,22,4,"F",0,"Married",0,3,"0-5",2.5,"P",0,320,1,320,5.76832099579377
"10506",147523,35,"26-59",42.4,14,3,"F",0,"Married",0,3,"0-5",2.5,"P",0,463,1,463,6.13772705408623
"6626",104753,47,"26-59",42.4,27,2,"F",0,"Married",0,11,"11+",12.97,"P",0,160,1,160,5.07517381523383
"2512",106758,52,"26-59",42.4,33,1,"F",0,"Single",1,6,"6-10",8.02,"P",0,391,1,391,5.96870755998537
